"code NSF";"code scolarité";"sigle type formation";"libellé type formation";"libellé formation principal";"sigle formation";durée;"niveau de sortie indicatif";"code RNCP";"niveau de certification";"libellé niveau de certification";tutelle;"URL et ID Onisep";domaine/sous-domaine
133;36013302;;"formation d'école spécialisée";"Diplôme d'Etat de professeur de danse option danse jazz";;"2 ans";"Bac + 2";13866;3;"niveau 5 (bac + 2)";"Ministère de la Culture et de la communication";https://www.onisep.fr/http/redirection/formation/slug/FOR.5517;"arts, culture, artisanat/arts du spectacle | lettres, langues, enseignement/enseignement"
133;20513301;;licence;"licence mention musicologie";;"3 ans";"Bac + 3";24480;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4664;"arts, culture, artisanat/arts du spectacle"
134;;DU;"diplôme d'université";"DU Technical Artist";;"1 an";"Bac + 1";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.769;"arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/multimédia"
"134 | 326 | 323";;;"formation d'école spécialisée";"Infographie 3D temps réel et jeux vidéos";;"4 ans";"Bac + 4";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.6850;"arts, culture, artisanat/arts graphiques | informatique, Internet/développement, programmation, logiciel | information-communication, audiovisuel/multimédia"
134;;;"formation d'école spécialisée";"Communication graphique";;"2 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.2395;"arts, culture, artisanat/arts graphiques"
134;;;"formation d'école spécialisée";"Bachelor Design";;"3 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.4090;"arts, culture, artisanat/arts graphiques"
134;;;"formation d'école spécialisée";"Bachelor international de design franco-japonais";;"3 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.7699;"arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/multimédia"
134;;;"formation d'école spécialisée";"Bachelor illustration et bande dessinée";;"3 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.7484;"arts, culture, artisanat/arts graphiques"
134;;;"formation d'école spécialisée";"Bachelor direction artistique digitale";;"3 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.7828;"arts, culture, artisanat/arts graphiques"
134;;;"formation d'école spécialisée";"Animation 3D";;"6 ans";"Bac + 5";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.1672;"arts, culture, artisanat/arts graphiques"
134;;;"formation d'école spécialisée";"Bachelor arts narratifs";;"3 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.4563;"arts, culture, artisanat/arts graphiques"
134;;DU;"diplôme d'université";"DU diplôme de spécialisation professionnelle monteur installateur d'œuvres d'art";DSP;"1 an";"Bac + 1";37219;4;"niveau 4 (bac ou équivalent)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9616;"arts, culture, artisanat/activités culturelles"
134;;;"formation d'école spécialisée";"Communication et direction artistique";;"2 ans";"Bac + 5";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.4618;"arts, culture, artisanat/arts graphiques | information-communication, audiovisuel/communication"
134;;;"formation d'école spécialisée";"Seconde filière des métiers d'art";;"1 an";Seconde;;0;"non inscrit au RNCP";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.1411;"arts, culture, artisanat/artisanat d'art"
134;;;"formation d'école spécialisée";"Certificat de spécialisation en art design et luxe";;"3 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.4111;"arts, culture, artisanat/arts graphiques"
134;;;"formation d'école spécialisée";"Dessinateur praticien";;"3 ans";"Bac + 3";34819;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4557;"arts, culture, artisanat/arts graphiques"
134;24113401;"DN MADE";"diplôme national des métiers d'art et du design";"DN MADE mention spectacle";;"3 ans";"Bac + 3";36953;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5503;"arts, culture, artisanat/arts appliqués | arts, culture, artisanat/arts du spectacle"
"335 | 320 | 134";46033501;DU;"diplôme d'université";"DU diplôme de spécialisation professionnelle agent d'accueil des publics de l'éducation artistique et culturelle";DSP;"1 an";"Bac + 1";37203;4;"niveau 4 (bac ou équivalent)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.8571;"arts, culture, artisanat/activités culturelles"
134;24113401;"DN MADE";"diplôme national des métiers d'art et du design";"DN MADE mention espace";;"3 ans";"Bac + 3";36941;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5427;"arts, culture, artisanat/arts appliqués | arts, culture, artisanat/arts graphiques"
134;24113401;"DN MADE";"diplôme national des métiers d'art et du design";"DN MADE mention ornement";;"3 ans";"Bac + 3";36951;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.6024;"arts, culture, artisanat/artisanat d'art | arts, culture, artisanat/arts graphiques | construction, architecture, travaux publics/finition"
134;;;"formation d'école spécialisée";"Bande dessinée";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.1974;"arts, culture, artisanat/arts graphiques"
134;;FCIL;"formation complémentaire d'initiative locale";"FCIL Scénographie de la communication";;"1 an";"Bac + 1";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.3566;"arts, culture, artisanat/arts appliqués | arts, culture, artisanat/arts graphiques"
134;;;"formation d'école spécialisée";"Diplôme du premier cycle de l'École du Louvre";;"3 ans";"Bac + 3";38671;2;"niveau 6 (bac + 3)";"Ministère de la Culture et de la communication";https://www.onisep.fr/http/redirection/formation/slug/FOR.1589;"arts, culture, artisanat/activités culturelles | histoire-géographie, psychologie, sociologie/histoire | arts, culture, artisanat/histoire de l'art"
134;24113401;"DN MADE";"diplôme national des métiers d'art et du design";"DN MADE mention graphisme";;"3 ans";"Bac + 3";36943;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5497;"arts, culture, artisanat/arts graphiques"
134;;;"formation d'école spécialisée";"Bachelor Animation 3D";;"3 ans";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.3040;"arts, culture, artisanat/arts graphiques"
134;;;licence;"licence mention histoire de l'art et archéologie";;"3 ans";"Bac + 3";24432;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4741;"histoire-géographie, psychologie, sociologie/histoire | arts, culture, artisanat/histoire de l'art"
"126 | 135";;;master;"master mention archéologie et histoire des mondes anciens";;"2 ans";"Bac + 5";;1;"niveau 7 (bac + 5)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.7000;"histoire-géographie, psychologie, sociologie/histoire"
136;;;"formation d'école spécialisée";"Certificat de français langue étrangère";;"1 an";"autre formation";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.4608;"lettres, langues, enseignement/langues"
136;;;licence;"licence mention études européennes et internationales";LLCE;"3 ans";"Bac + 3";;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5007;"lettres, langues, enseignement/langues"
136;;DU;"diplôme d'université";"DU Grec moderne";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.356;"lettres, langues, enseignement/langues"
136;;DU;"diplôme d'université";"DU Formations en langues";;"1 an";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.956;"lettres, langues, enseignement/langues"
136;;;"baccalauréat binational";"ABIBAC (double délivrance des baccalauréats français et allemand)";ABIBAC;"3 ans";"Bac ou équivalent";;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.944;"lettres, langues, enseignement/formations généralistes"
136;20513636;;licence;"licence mention langues, littératures et civilisations étrangères et régionales";LLCER;"3 ans";"Bac + 3";24508;2;"niveau 6 (bac + 3)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.4812;"lettres, langues, enseignement/langues | lettres, langues, enseignement/lettres, linguistique"
200;;CPI;"cycle préparatoire intégré";"Cycle préparatoire intégré ISTY Mantes-Vélizy";"ISTY UVSQ";"2 ans";"Bac + 2";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9022;"électricité, électronique, robotique/électronique | informatique, Internet/informatique (généralités) | mécanique/mécanique (généralités)"
200;;CPI;"cycle préparatoire intégré";"cycle préparatoire intégré - Prépa intégrée de l'Ecole supérieure d'ingénieurs Léonard de Vinci";ESILV;"2 ans";"Bac + 2";;0;"non inscrit au RNCP";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.7856;"gestion des entreprises, comptabilité/administration de l'entreprise | électricité, électronique, robotique/électronique | informatique, Internet/informatique (généralités) | sciences/mathématiques | sciences/physique | économie, droit, politique/sciences économiques | électricité, électronique, robotique/télécommunications"
200;13522006;;master;"master mention génie des procédés et des bio-procédés";;"2 ans";"Bac + 5";38179;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.9597;"sciences/biologie | matières premières, fabrication, industries/méthodes industrialisation"
200;;FCIL;"formation complémentaire d'initiative locale";"FCIL Gestionnaire de chaîne graphique numérique";;"1 an";"Bac + 3";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.2801;"information-communication, audiovisuel/industries graphiques"
200;;;"formation d'école spécialisée";"designer concepteur industriel";;"5 ans";"Bac + 5";34468;1;"niveau 7 (bac + 5)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9212;"arts, culture, artisanat/arts graphiques"
200;26X20004;;"formation d'école spécialisée";"Responsable qualité sécurité environnement (CESI)";;"3 ans";"Bac + 3";35433;2;"niveau 6 (bac + 3)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.3012;"environnement, énergies, propreté/déchets, pollutions et risques | matières premières, fabrication, industries/maintenance, qualité | armée, sécurité/sécurité, prévention"
200;17020008;;"diplôme d'ingénieur";"diplôme d'ingénieur du CNAM spécialité spécialité génie industriel en partenariat avec l'ITII Poitou-Charentes";EICnam;"3 ans";"Bac + 5";37355;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.8999;"mécanique/automatismes | électricité, électronique, robotique/électronique | électricité, électronique, robotique/électrotechnique | matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique industrielle et technologique | matières premières, fabrication, industries/maintenance, qualité"
200;;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École nationale supérieure en génie des technologies industrielles de l'université de Pau spécialité génie des procédés";ENSGTI;"3 ans";"Bac + 5";36098;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5376;"sciences/chimie | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/fonction production (généralités) | informatique, Internet/informatique industrielle et technologique | sciences/mathématiques | matières premières, fabrication, industries/méthodes industrialisation"
200;;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École polytechnique universitaire de l'Institut national polytechnique Clermont Auvergne spécialité mathématiques appliquées";Polytech;"3 ans";"Bac + 5";37725;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.8283;"mécanique/aéronautique | informatique, Internet/informatique (généralités) | sciences/mathématiques"
200;17020013;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut supérieur de mécanique de Paris spécialité génie industriel en partenariat avec l'ITII Ile de France";SUPMECA;"3 ans";"Bac + 5";16153;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.6092;"mécanique/aéronautique | mécanique/automatismes | électricité, électronique, robotique/électronique | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | informatique, Internet/informatique (généralités) | logistique, transport/logistique | matières premières, fabrication, industries/méthodes industrialisation"
200;;"mastère spé.";"mastère spécialisé";"mastère spé. Manager LEAN : production et logistique (Arts et Métiers ParisTech)";;"1 an";"Bac + 6";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.1105;"matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | logistique, transport/logistique | matières premières, fabrication, industries/méthodes industrialisation"
200;;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École catholique d'arts et métiers de la Fondation ECAM LaSalle spécialité mécanique et génie électrique (ECAM Engineering pour étudiants internationaux)";"ECAM LaSalle";"3 ans";"Bac + 5";36054;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.6257;"arts, culture, artisanat/arts graphiques | mécanique/automatismes | environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/études et développement | matières premières, fabrication, industries/génie industriel | logistique, transport/logistique | mécanique/mécanique (généralités)"
200;16020001;;"formation d'école spécialisée";"Diplôme de design de l'École de design Nantes Atlantique (espace, graphisme, interactivité, produit)";;"5 ans";"Bac + 5";36106;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.2901;"arts, culture, artisanat/arts appliqués | arts, culture, artisanat/arts graphiques"
200;;;"formation d'école spécialisée";"Post diplôme design et recherche";;"1 an";"Bac + 5";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.1962;"arts, culture, artisanat/arts graphiques | lettres, langues, enseignement/enseignement"
200;;"mastère spé.";"mastère spécialisé";"mastère spé. Aerospace Project Management (ISAE-SUPAERO - ENAC - EAE)";;"1 an";"Bac + 6";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.1571;"gestion des entreprises, comptabilité/administration de l'entreprise | mécanique/aéronautique | matières premières, fabrication, industries/génie industriel"
200;;;"formation d'école spécialisée";"Master of Science in Project Management for Environmental and Energy Engineering (pour étudiants internationaux)";PM3E;"2 ans";"Bac + 5";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.3693;"environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/génie industriel"
200;26X20008;;"formation d'école spécialisée";"responsable qualité hygiène sécurité environnement";;"1 an";"Bac + 3";37656;2;"niveau 6 (bac + 3)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.9167;"matières premières, fabrication, industries/agroalimentaire | environnement, énergies, propreté/environnement (généralités) | matières premières, fabrication, industries/maintenance, qualité | armée, sécurité/sécurité, prévention"
200;;"mastère spé.";"mastère spécialisé";"mastère spé. Management industriel et excellence opérationnelle - MILEO (Mines ParisTech)";;"1 an";"Bac + 6";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.4592;"arts, culture, artisanat/activités culturelles | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | matières premières, fabrication, industries/méthodes industrialisation"
200;;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'école polytechnique universitaire d'Angers de l'université d'Angers spécialité automatique et informatique";Polytech;"3 ans";"Bac + 5";35702;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5599;"mécanique/aéronautique | mécanique/automatismes | informatique, Internet/développement, programmation, logiciel | électricité, électronique, robotique/électronique | matières premières, fabrication, industries/études et développement | informatique, Internet/informatique (généralités) | informatique, Internet/informatique industrielle et technologique | information-communication, audiovisuel/multimédia | sciences/physique | informatique, Internet/systèmes et réseaux"
200;16X20002;"mastère spé.";"mastère spécialisé";"mastère spé. Manager de l'amélioration continue (CESI Ecole d'ingénieurs)";;"1 an";"Bac + 6";36063;1;"niveau 7 (bac + 5)";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.3057;"matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/maintenance, qualité | matières premières, fabrication, industries/méthodes industrialisation | armée, sécurité/sécurité, prévention"
200;;"mastère spé.";"mastère spécialisé";"mastère spé. Space Applications and Services (ISAE-SUPAERO)";;"1 an";"Bac + 6";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.4360;mécanique/aéronautique
200;17020055;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École polytechnique universitaire de l'université de Lorraine spécialité énergétique et mécanique";Polytech;"3 ans";"Bac + 5";37961;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5360;"mécanique/aéronautique | informatique, Internet/bases de données | électricité, électronique, robotique/électronique | environnement, énergies, propreté/énergies | environnement, énergies, propreté/environnement (généralités) | informatique, Internet/informatique industrielle et technologique | matières premières, fabrication, industries/maintenance, qualité | matières premières, fabrication, industries/matériaux | mécanique/mécanique (généralités) | information-communication, audiovisuel/multimédia | sciences/physique | armée, sécurité/sécurité, prévention"
200;17020008;;"diplôme d'ingénieur";"diplôme d'ingénieur du CNAM spécialité génie industriel en partenariat avec l'ITII Ile de France";EICnam;"3 ans";"Bac + 5";37355;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Éducation nationale et de la Jeunesse";https://www.onisep.fr/http/redirection/formation/slug/FOR.9013;"mécanique/automatismes | électricité, électronique, robotique/électrotechnique | matières premières, fabrication, industries/génie industriel | matières premières, fabrication, industries/maintenance, qualité | matières premières, fabrication, industries/méthodes industrialisation"
200;;"mastère spé.";"mastère spécialisé";"mastère spé. Innovation et transformation (CentraleSupélec)";;"1 an";"Bac + 6";;0;"non inscrit au RNCP";"non renseigné";https://www.onisep.fr/http/redirection/formation/slug/FOR.4569;"gestion des entreprises, comptabilité/administration de l'entreprise | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/méthodes industrialisation"
200;17020034;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'Institut national des sciences appliquées de Rouen spécialité génie industriel";INSA;"3 ans";"Bac + 5";;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.6191;"matières premières, fabrication, industries/fabrication, productique | matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel | matières premières, fabrication, industries/maintenance, qualité | mécanique/mécanique (généralités) | matières premières, fabrication, industries/méthodes industrialisation"
200;17020056;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École polytechnique universitaire de l'université de Lorraine spécialité génie industriel et gestion des risques";Polytech;"3 ans";"Bac + 5";37812;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.5916;"environnement, énergies, propreté/déchets, pollutions et risques | environnement, énergies, propreté/énergies | matières premières, fabrication, industries/génie industriel | logistique, transport/logistique | matières premières, fabrication, industries/maintenance, qualité | armée, sécurité/sécurité, prévention"
200;17020015;;"diplôme d'ingénieur";"diplôme d'ingénieur de l'École nationale supérieure d'ingénieurs Sud Alsace de l'université de Mulhouse spécialité génie industriel en partenariat avec l'ITII Alsace";ENSISA;"3 ans";"Bac + 5";37976;1;"niveau 7 (bac + 5)";"Ministère de l'Enseignement supérieur, de la Recherche et de l'Innovation";https://www.onisep.fr/http/redirection/formation/slug/FOR.6091;"matières premières, fabrication, industries/fonction production (généralités) | matières premières, fabrication, industries/génie industriel"
